city,State,Revenue,Class,Month
Erie,PA,183.55,Yoga 201,7
Camden,NJ,433.16,Yoga 201,7
Harrisburg,PA,336.78,Yoga 101,7
New York City,NY,334.09,Yoga 101,7
Brooklyn,NY,352.24,Zumba,7
Trenton,NJ,138.05,PiYo,7
New York City,NY,129.32,Spinning,7
Newark,NJ,195.5,Zumba,7
Albany,NY,454.4,Zumba,7
Philadelphia,PA,498.32,Zumba,7
Newark,NJ,249.37,Yoga 101,7
New Brunswick,NJ,489.22,Yoga 101,7
Albany,NY,454.98,Zumba,7
Philadelphia,PA,325.46,Insanity,7
Erie,PA,296.14,PiYo,7
Scranton,PA,178.37,Yoga 101,7
Jamaica,NY,441.66,Zumba,7
Albany,NY,365.04,Yoga 101,7
Harrisburg,PA,483.28,Spinning,7
Elmira,NY,141.43,Zumba,7
Flushing,NY,499.09,Yoga 101,7
Philadelphia,PA,182.49,Spinning,7
Bronx,NY,166.22,Spinning,7
New York City,NY,224.76,Yoga 201,7
New York City,NY,308.89,Spinning,7
New York City,NY,475.21,Yoga 201,7
Rochester,NY,361.24,Zumba,7
Rochester,NY,322.66,Insanity,7
Bronx,NY,208.68,PiYo,7
New York City,NY,198.93,Zumba,7
Buffalo,NY,110.72,Yoga 101,7
Levittown,PA,201.94,PiYo,7
Allentown,PA,217.72,Spinning,7
Pittsburgh,PA,329.25,PiYo,7
Rochester,NY,423.33,PiYo,7
New York City,NY,150.16,Zumba,7
New York City,NY,229.94,Zumba,7
Jamaica,NY,140.18,Yoga 101,7
New York City,NY,470.54,Yoga 101,7
White Plains,NY,240.59,Spinning,7
New York City,NY,483.14,Zumba,7
Trenton,NJ,432.55,Insanity,7
Pittsburgh,PA,126.46,PiYo,7
Albany,NY,366.54,Insanity,7
Rochester,NY,383.3,Yoga 201,7
Brooklyn,NY,418.99,Yoga 101,7
Rochester,NY,247.84,Zumba,7
New York City,NY,344.8,Yoga 101,7
Buffalo,NY,394.54,PiYo,7
Harrisburg,PA,158.08,PiYo,7
Albany,NY,412.89,Zumba,7
Brooklyn,NY,225.28,Spinning,7
Philadelphia,PA,316.91,Yoga 201,7
Jamaica,NY,372.89,Zumba,7
New York City,NY,102.95,Spinning,7
Brooklyn,NY,422.85,Zumba,7
Pittsburgh,PA,436,PiYo,7
Elizabeth,NJ,410,Spinning,7
Bethlehem,PA,423.85,Yoga 101,7
Pittsburgh,PA,476.74,Spinning,7
New York City,NY,303.99,Zumba,7
New York City,NY,339.13,PiYo,7
Erie,PA,308.52,Zumba,7
Pittsburgh,PA,169.59,Zumba,7
Buffalo,NY,205.46,Zumba,7
Brooklyn,NY,402.91,PiYo,7
Erie,PA,307.31,Yoga 201,7
Philadelphia,PA,344.85,Spinning,7
Utica,NY,478.89,Yoga 101,7
Hicksville,NY,459.53,Insanity,7
Camden,NJ,333.39,Spinning,7
Syracuse,NY,277.46,Yoga 201,7
Albany,NY,344.6,Yoga 201,7
Philadelphia,PA,328.48,Insanity,7
Staten Island,NY,464.05,Yoga 101,7
New York City,NY,495.45,PiYo,7
Newark,NJ,295.22,Spinning,7
Buffalo,NY,187.61,Yoga 101,7
Pittsburgh,PA,263.38,Zumba,7
Jamaica,NY,368.73,PiYo,7
New York City,NY,226.32,Insanity,7
Bronx,NY,336.84,Insanity,7
Philadelphia,PA,316.48,Yoga 101,7
Philadelphia,PA,428.01,Spinning,7
Newark,NJ,348.78,Yoga 101,7
Brooklyn,NY,471.94,Yoga 101,7
Syracuse,NY,314.44,Zumba,7
Harrisburg,PA,450.3,Yoga 101,7
Rochester,NY,424.1,PiYo,7
Paterson,NJ,456.13,Insanity,7
New York City,NY,206.21,Zumba,7
Brooklyn,NY,128.64,Yoga 101,7
Pittsburgh,PA,289.38,Spinning,7
Pittsburgh,PA,381.34,Insanity,7
Erie,PA,104.34,Spinning,7
Philadelphia,PA,415.48,Yoga 101,7
Syracuse,NY,238.84,Spinning,7
Lancaster,PA,446.6,Yoga 101,7
York,PA,495.81,Insanity,7
Trenton,NJ,199.63,Spinning,7
Rochester,NY,366.58,Yoga 201,7
Jamaica,NY,298.88,PiYo,7
Staten Island,NY,226.18,PiYo,7
Bronx,NY,440.48,Yoga 101,7
Brooklyn,NY,203.63,Insanity,7
Syracuse,NY,385.15,Insanity,7
Jamaica,NY,471.86,Zumba,7
Newark,NJ,448.24,Spinning,7
New York City,NY,483.88,PiYo,7
Philadelphia,PA,153.32,Spinning,7
Pittsburgh,PA,345.36,Yoga 201,7
Albany,NY,425.5,Yoga 201,7
White Plains,NY,495.36,PiYo,7
New York City,NY,332.04,PiYo,7
New York City,NY,252.7,Zumba,7
New York City,NY,176.56,Yoga 201,7
Trenton,NJ,443.72,Yoga 101,7
Albany,NY,139.03,Zumba,7
New York City,NY,465.8,Insanity,7
Pittsburgh,PA,477.84,PiYo,7
Pittsburgh,PA,466.21,Zumba,7
Wilkes Barre,PA,441.72,Insanity,7
New York City,NY,437.04,Zumba,7
Albany,NY,250.19,Insanity,7
Pittsburgh,PA,104.03,Yoga 201,7
New York City,NY,246.82,Zumba,7
Rochester,NY,272.58,Spinning,7
Jamaica,NY,290.35,Yoga 201,7
Buffalo,NY,281.67,PiYo,7
Philadelphia,PA,411.4,Yoga 101,7
Flushing,NY,248.64,Yoga 201,7
Scranton,PA,204.68,Spinning,7
New York City,NY,133.42,Spinning,7
Syracuse,NY,144.48,Yoga 201,7
Philadelphia,PA,207.6,Zumba,7
Flushing,NY,406.03,PiYo,7
Bronx,NY,263.48,Yoga 101,7
Brooklyn,NY,158.4,Yoga 101,7
Brooklyn,NY,383.25,Yoga 101,7
Flushing,NY,333.04,Spinning,7
New York City,NY,346.47,Yoga 201,7
Reading,PA,342.26,Yoga 201,7
New York City,NY,100.62,Yoga 201,7
Brooklyn,NY,159.18,Spinning,7
Brooklyn,NY,399,Yoga 101,7
Brooklyn,NY,242.98,Spinning,7
Syracuse,NY,207.24,Zumba,7
Philadelphia,PA,224.48,Spinning,7
New York City,NY,138.78,Yoga 201,7
Pittsburgh,PA,262.12,PiYo,7
New York City,NY,312.18,Zumba,7
Harrisburg,PA,183.51,Zumba,7
Staten Island,NY,410.39,Spinning,7
Paterson,NJ,309.43,Zumba,7
New York City,NY,382.11,Yoga 101,7
New Hyde Park,NY,112.61,Spinning,7
New York City,NY,363.73,Spinning,7
Albany,NY,166.93,Yoga 101,7
Buffalo,NY,199.01,Zumba,7
Bethlehem,PA,115.89,PiYo,7
Scranton,PA,330.08,PiYo,7
Pittsburgh,PA,336.79,Spinning,7
New York City,NY,263.63,Yoga 101,7
Harrisburg,PA,456.3,Yoga 201,7
New York City,NY,260.82,Spinning,7
New York City,NY,198.62,Yoga 201,7
New York City,NY,350.26,Insanity,7
Brooklyn,NY,113.44,Spinning,7
New York City,NY,469.17,Insanity,7
Albany,NY,124.3,Yoga 201,7
Pittsburgh,PA,363.01,Insanity,7
Pittsburgh,PA,124.02,Yoga 101,7
Pittsburgh,PA,272.83,Spinning,7
Jamaica,NY,135.01,PiYo,7
Schenectady,NY,369.65,Insanity,7
York,PA,341.19,Spinning,7
Philadelphia,PA,483,Yoga 201,7
Bronx,NY,458.36,PiYo,7
Erie,PA,188.39,Insanity,7
Buffalo,NY,185.41,Yoga 201,7
Albany,NY,135.32,Spinning,7
Albany,NY,490.72,Zumba,7
Pittsburgh,PA,453.01,PiYo,7
Wilkes Barre,PA,102.61,Spinning,7
Pittsburgh,PA,347.88,Spinning,7
New Brunswick,NJ,243.61,Insanity,7
Buffalo,NY,366.69,Zumba,7
Bronx,NY,243.39,Zumba,7
Brooklyn,NY,265.57,Yoga 201,7
Jamaica,NY,478.24,Yoga 101,7
Jamaica,NY,176.76,Yoga 101,7
New York City,NY,301.86,Yoga 101,7
Schenectady,NY,472.5,Insanity,7
Syracuse,NY,458.73,Spinning,7
Albany,NY,208.64,Yoga 101,7
Rochester,NY,107.15,Spinning,7
Jersey City,NJ,487.59,Spinning,7
Syracuse,NY,124.74,Spinning,7
Jamaica,NY,382.7,Yoga 101,7
Brooklyn,NY,317.86,Zumba,7
Staten Island,NY,334.66,PiYo,7
Pittsburgh,PA,114.06,PiYo,7
Pittsburgh,PA,303.4,Spinning,7
Philadelphia,PA,291.74,Yoga 101,7
Reading,PA,451.7,PiYo,7
Brooklyn,NY,250.88,Yoga 101,7
New York City,NY,223.89,Zumba,7
New York City,NY,479.55,Yoga 101,7
New York City,NY,488.79,Yoga 101,7
New York City,NY,186.76,Yoga 101,7
Bronx,NY,171.69,Zumba,7
Syracuse,NY,203.77,Yoga 201,7
Erie,PA,306.45,Spinning,7
Brooklyn,NY,358.82,Yoga 201,7
Jamaica,NY,385.54,Yoga 201,7
Syracuse,NY,228.33,Yoga 101,7
Buffalo,NY,369.17,Spinning,7
Philadelphia,PA,452.2,Zumba,7
Philadelphia,PA,129.21,Spinning,7
Newark,NJ,294.42,PiYo,7
Trenton,NJ,139.77,Insanity,7
Elmira,NY,125.53,Insanity,7
Yonkers,NY,491.7,Insanity,7
Camden,NJ,487.64,Spinning,7
Pittsburgh,PA,437.64,PiYo,7
New York City,NY,301.13,Zumba,7
Erie,PA,392.42,Insanity,7
Syracuse,NY,134.15,Zumba,7
New York City,NY,219.49,Yoga 201,7
New York City,NY,318.98,PiYo,7
Trenton,NJ,195.06,Spinning,7
New York City,NY,496.16,Yoga 201,7
Schenectady,NY,458.07,Yoga 201,7
New York City,NY,338.09,Insanity,7
Newark,NJ,212.85,Yoga 101,7
Philadelphia,PA,344.11,PiYo,7
Albany,NY,344.08,Yoga 201,7
Pittsburgh,PA,176.73,PiYo,7
New Brunswick,NJ,429.42,PiYo,7
Erie,PA,473.47,Zumba,7
Buffalo,NY,139.79,Yoga 201,7
Brooklyn,NY,263.65,Yoga 201,7
Allentown,PA,288.05,Insanity,7
New York City,NY,444.52,Yoga 101,7
Brooklyn,NY,124,PiYo,7
Valley Forge,PA,129.97,PiYo,7
Jamaica,NY,460.35,Zumba,7
Pittsburgh,PA,309.26,PiYo,7
Buffalo,NY,448.68,Insanity,7
Camden,NJ,309.14,Yoga 101,7
Pittsburgh,PA,391.58,PiYo,7
Jersey City,NJ,447.27,Yoga 101,7
Reading,PA,300.82,Insanity,7
Albany,NY,318.92,Insanity,7
New York City,NY,128.55,Yoga 101,7
Pittsburgh,PA,190.96,PiYo,7
Buffalo,NY,217.25,Yoga 201,7
Johnstown,PA,207.17,Zumba,7
New Hyde Park,NY,333.4,Yoga 101,7
Pittsburgh,PA,278.52,Yoga 101,7
Camden,NJ,442.4,Spinning,7
Allentown,PA,181.09,Insanity,7
Philadelphia,PA,441.63,Yoga 201,7
Pittsburgh,PA,417.65,Yoga 101,7
New York City,NY,100.55,Yoga 201,7
Bronx,NY,230.15,PiYo,7
Albany,NY,431.85,Yoga 201,7
New York City,NY,123.1,Zumba,7
Philadelphia,PA,153.16,Yoga 101,7
Bronx,NY,241.31,PiYo,7
White Plains,NY,492.73,Insanity,7
Elmira,NY,391.87,Zumba,7
Scranton,PA,204.19,Spinning,7
Brooklyn,NY,111.57,Insanity,7
Pittsburgh,PA,283.39,PiYo,7
Pittsburgh,PA,330.19,Insanity,7
Pittsburgh,PA,140.78,Yoga 101,7
Pittsburgh,PA,217.02,Spinning,7
New York City,NY,285.03,Yoga 101,7
Rochester,NY,383.67,Spinning,7
Buffalo,NY,491.25,PiYo,7
Brooklyn,NY,406.4,Zumba,7
Erie,PA,359.37,Yoga 201,7
Jersey City,NJ,159.8,PiYo,7
New York City,NY,206.86,Spinning,7
Philadelphia,PA,208.58,PiYo,7
Buffalo,NY,436.55,PiYo,7
Buffalo,NY,254.8,Spinning,7
Syracuse,NY,141.66,Spinning,7
Syracuse,NY,468.1,PiYo,7
Erie,PA,391.6,Spinning,7
New York City,NY,143.13,Spinning,7
Philadelphia,PA,120.1,Yoga 101,7
Jamaica,NY,232.42,Insanity,7
Staten Island,NY,415.98,Zumba,7
Albany,NY,163.12,PiYo,7
Newark,NJ,492.35,Yoga 101,7
New York City,NY,383.72,Zumba,7
Allentown,PA,112.84,Spinning,7
Philadelphia,PA,109.79,Insanity,7
Philadelphia,PA,245.28,Yoga 101,7
Paterson,NJ,155.5,Spinning,7
Johnstown,PA,476.36,Spinning,7
Rochester,NY,481.46,Yoga 101,7
Pittsburgh,PA,361.75,Yoga 201,7
Scranton,PA,329.56,Insanity,7
Philadelphia,PA,164.47,Spinning,7
Schenectady,NY,102.2,PiYo,7
New York City,NY,159.06,PiYo,7
Jamaica,NY,285.14,Zumba,7
New York City,NY,150.91,Zumba,7
Buffalo,NY,167.29,Yoga 101,7
Pittsburgh,PA,133.67,Yoga 201,7
Lancaster,PA,455.15,Spinning,7
Syracuse,NY,170.91,Zumba,7
Paterson,NJ,383.37,PiYo,7
Philadelphia,PA,275.95,PiYo,7
Hicksville,NY,167.8,Zumba,7
Mount Vernon,NY,398.27,Yoga 101,7
Brooklyn,NY,142.17,Yoga 101,7
Philadelphia,PA,142.44,Zumba,7
Flushing,NY,158.62,Spinning,7
Trenton,NJ,308.16,Spinning,7
Albany,NY,142.44,PiYo,7
Jersey City,NJ,109.52,Spinning,7
Buffalo,NY,236.55,Yoga 201,7
Port Washington,NY,331.55,Yoga 201,7
Utica,NY,475.74,Zumba,7
Philadelphia,PA,131.82,Zumba,7
New York City,NY,346.26,PiYo,7
Paterson,NJ,477.34,PiYo,7
New York City,NY,339.49,Spinning,7
Philadelphia,PA,123.48,Yoga 101,7
Philadelphia,PA,146.62,Spinning,7
Brooklyn,NY,136.91,Insanity,7
New York City,NY,206.06,Yoga 201,7
Rochester,NY,480.11,Yoga 201,7
Pittsburgh,PA,377.86,Spinning,7
Rochester,NY,248.65,PiYo,7
Buffalo,NY,316.74,PiYo,7
Erie,PA,463.93,Yoga 101,7
Paterson,NJ,385.96,Spinning,7
Albany,NY,131.26,PiYo,7
Pittsburgh,PA,266.09,Yoga 101,7
Harrisburg,PA,324.87,PiYo,7
Paterson,NJ,130.9,PiYo,7
White Plains,NY,222.37,Zumba,7
Brooklyn,NY,497.18,Insanity,7
Yonkers,NY,167.42,Spinning,7
Rochester,NY,170.96,PiYo,7
Staten Island,NY,162.74,PiYo,7
Paterson,NJ,415.3,Zumba,7
Pittsburgh,PA,367.07,Yoga 101,7
Buffalo,NY,258.65,Zumba,7
New Hyde Park,NY,176.23,Yoga 201,7
Flushing,NY,407.51,Insanity,7
Johnstown,PA,179.74,Zumba,7
Pittsburgh,PA,338.18,PiYo,7
Utica,NY,401.16,Spinning,7
Jamaica,NY,481.37,PiYo,7
Pittsburgh,PA,483.16,Spinning,7
New York City,NY,231.13,Spinning,7
Rochester,NY,415.84,Insanity,7
Brooklyn,NY,451.5,Yoga 101,7
Albany,NY,430.6,Yoga 101,7
Bethlehem,PA,185.49,Insanity,7
Philadelphia,PA,340.19,Yoga 201,7
Trenton,NJ,294.35,Zumba,7
Erie,PA,173.4,Spinning,7
Philadelphia,PA,341.28,Zumba,7
Mc Keesport,PA,164.76,Spinning,7
Newark,NJ,431.2,Zumba,7
Scranton,PA,434.79,PiYo,7
Erie,PA,427.44,Insanity,7
Paterson,NJ,204.06,Insanity,7
New York City,NY,105.69,Yoga 201,7
New York City,NY,104.52,Yoga 201,7
Jamaica,NY,478.12,Yoga 201,7
Brooklyn,NY,205.14,Spinning,7
Utica,NY,250.61,Insanity,7
Harrisburg,PA,371.86,Yoga 201,7
Harrisburg,PA,471.56,Spinning,7
Philadelphia,PA,303,Insanity,7
Pittsburgh,PA,136.26,Yoga 101,7
New Brunswick,NJ,469.29,Insanity,7
Bronx,NY,196.21,Zumba,7
Buffalo,NY,203.96,Insanity,7
Mc Keesport,PA,416.47,Yoga 101,7
Albany,NY,203.17,Zumba,7
Philadelphia,PA,438.2,Yoga 101,7
Pittsburgh,PA,333.12,Yoga 201,7
Albany,NY,129.47,Insanity,7
Philadelphia,PA,154.8,Insanity,7
New York City,NY,493.08,Spinning,7
Jamaica,NY,207.37,Yoga 201,7
Buffalo,NY,224.71,Yoga 201,7
Philadelphia,PA,314.53,Yoga 101,7
Scranton,PA,130.17,Yoga 201,7
Staten Island,NY,382.94,PiYo,7
Pittsburgh,PA,162.02,Insanity,7
Philadelphia,PA,435.7,Insanity,7
Philadelphia,PA,147.64,Insanity,7
Philadelphia,PA,464.63,Zumba,7
Buffalo,NY,206.59,Spinning,7
Wilkes Barre,PA,285.15,Zumba,7
New York City,NY,494.33,PiYo,7
Trenton,NJ,265.3,Spinning,7
Levittown,PA,217.74,Zumba,7
Pittsburgh,PA,403.68,Yoga 201,7
Camden,NJ,245.03,PiYo,7
Pittsburgh,PA,234.23,Yoga 201,7
Philadelphia,PA,337.31,PiYo,7
Philadelphia,PA,234.22,Insanity,7
Mc Keesport,PA,147.8,Insanity,7
Buffalo,NY,116.23,PiYo,7
New York City,NY,426.88,Insanity,7
Rochester,NY,380.84,Yoga 201,7
New York City,NY,104.66,Spinning,7
Philadelphia,PA,270.24,Zumba,7
Harrisburg,PA,117.14,Insanity,7
Albany,NY,197.98,Spinning,7
Rochester,NY,351.48,Yoga 201,7
Syracuse,NY,338.25,Zumba,7
New York City,NY,389.74,Yoga 201,7
Albany,NY,331.79,Yoga 101,7
Brooklyn,NY,261.16,Insanity,7
Flushing,NY,288.69,PiYo,7
Staten Island,NY,446.63,Insanity,7
Albany,NY,304.99,Yoga 101,7
Bronx,NY,176.25,Yoga 201,7
Great Neck,NY,284.01,Zumba,7
Jamaica,NY,378.83,Yoga 101,7
Buffalo,NY,226.06,Yoga 101,7
New York City,NY,201.44,Yoga 201,7
Philadelphia,PA,340.74,PiYo,7
Reading,PA,208.49,Insanity,7
Syracuse,NY,474.23,Insanity,7
Pittsburgh,PA,318.79,Insanity,7
Philadelphia,PA,186.29,Zumba,7
Buffalo,NY,409.23,Insanity,7
Pittsburgh,PA,481.27,Spinning,7
New York City,NY,324.6,Insanity,7
New York City,NY,413.98,Insanity,7
Rochester,NY,462.51,Yoga 201,7
Flushing,NY,259.82,Insanity,7
Albany,NY,281.01,Yoga 101,7
New York City,NY,335.87,Insanity,7
Buffalo,NY,296.48,Yoga 201,7
Albany,NY,404.38,Yoga 201,7
Erie,PA,169.47,Insanity,7
New York City,NY,397.3,Insanity,7
New York City,NY,241.97,Yoga 101,7
Valley Forge,PA,432.25,Yoga 101,7
New York City,NY,229.76,Insanity,7
Albany,NY,496.4,Yoga 201,7
Harrisburg,PA,386.65,Yoga 201,7
Syracuse,NY,423.16,Yoga 101,7
Jamaica,NY,335.01,Zumba,7
Syracuse,NY,463.37,Yoga 201,7
Harrisburg,PA,250.74,Yoga 101,7
Pittsburgh,PA,199.15,Spinning,7
Schenectady,NY,430.89,Zumba,7
Buffalo,NY,440.99,Yoga 201,7
Philadelphia,PA,266.35,Yoga 201,7
Wilkes Barre,PA,466.18,PiYo,7
York,PA,165.14,Zumba,7
New York City,NY,117.42,Yoga 201,7
Syracuse,NY,409.36,Zumba,7
Rochester,NY,448.68,PiYo,7
Newark,NJ,362.05,Spinning,7
Paterson,NJ,438.53,Yoga 201,7
Philadelphia,PA,377.84,Yoga 101,7
New York City,NY,104.07,Spinning,7
Jamaica,NY,155.25,Spinning,7
Harrisburg,PA,225.46,Yoga 101,7
Philadelphia,PA,203.06,Yoga 101,7
Syracuse,NY,233.9,PiYo,7
Brooklyn,NY,444.54,Spinning,7
Philadelphia,PA,153.95,Zumba,7
Harrisburg,PA,450.77,Yoga 201,7
Camden,NJ,469.18,Insanity,7
Brooklyn,NY,422.06,Insanity,7
Brooklyn,NY,211.2,Zumba,7
New York City,NY,233.7,Yoga 201,7
New York City,NY,252.8,Yoga 101,7
New York City,NY,199.02,Zumba,7
Harrisburg,PA,191.69,Yoga 101,7
Wilkes Barre,PA,177.05,Zumba,7
Reading,PA,123.37,Yoga 201,7
Wilkes Barre,PA,104.04,Yoga 201,7
Philadelphia,PA,143.74,Zumba,7
Rochester,NY,220.18,Insanity,7
Rochester,NY,118.15,PiYo,7
Harrisburg,PA,467.82,Insanity,7
Brooklyn,NY,131.18,Spinning,7
Pittsburgh,PA,469.54,Yoga 101,7
New York City,NY,426.04,Yoga 101,7
Syracuse,NY,416.59,Insanity,7
Pittsburgh,PA,423.48,Zumba,7
Scranton,PA,473.34,Spinning,7
Pittsburgh,PA,287.55,Yoga 101,7
Buffalo,NY,258.66,Spinning,7
Jamaica,NY,254.78,Spinning,7
Elizabeth,NJ,149.37,Spinning,7
Brooklyn,NY,298.36,Yoga 101,7
Pittsburgh,PA,183.53,Yoga 101,7
Newark,NJ,289.7,Yoga 101,7
Jamaica,NY,393.21,Spinning,7
Reading,PA,214.7,Spinning,7
Erie,PA,233.72,PiYo,7
Newark,NJ,324.01,Spinning,7
Scranton,PA,184.94,Yoga 201,7
New York City,NY,325.09,Zumba,7
Newark,NJ,308.12,Spinning,7
Jersey City,NJ,462.34,Zumba,7
Paterson,NJ,256.85,PiYo,7
Syracuse,NY,271.07,Insanity,7
Jersey City,NJ,205.61,PiYo,7
Buffalo,NY,233.06,Yoga 201,7
Bronx,NY,145.08,Yoga 101,7
White Plains,NY,300.09,Yoga 201,7
New Hyde Park,NY,274.11,Insanity,7
White Plains,NY,370.06,Spinning,7
Scranton,PA,260.74,Yoga 101,7
Syracuse,NY,228.69,Zumba,7
Syracuse,NY,117.36,Zumba,7
Pittsburgh,PA,155.82,Spinning,7
Levittown,PA,121.91,Insanity,7
Trenton,NJ,226.38,PiYo,7
Bronx,NY,141.72,Insanity,7
Harrisburg,PA,473.82,PiYo,7
Rochester,NY,280.75,PiYo,7
Wilkes Barre,PA,473.84,Insanity,7
Schenectady,NY,355.67,Spinning,7
Erie,PA,329.61,Zumba,7
Philadelphia,PA,140.66,PiYo,7
Buffalo,NY,251.01,Yoga 201,7
Paterson,NJ,207.61,Spinning,7
Paterson,NJ,414.58,Yoga 101,7
Pittsburgh,PA,312.35,Insanity,7
New York City,NY,413.62,Zumba,7
New York City,NY,332.23,Yoga 101,7
Bronx,NY,146.04,Yoga 201,7
Pittsburgh,PA,472.43,PiYo,7
Newark,NJ,265.54,Zumba,7
New York City,NY,238.4,Spinning,7
Philadelphia,PA,388.12,Yoga 101,7
New York City,NY,303.39,Insanity,7
New York City,NY,481.36,Insanity,7
Rochester,NY,381.18,Zumba,7
Trenton,NJ,352.52,Yoga 201,7
Brooklyn,NY,447.89,Zumba,7
Buffalo,NY,419.76,Zumba,7
Pittsburgh,PA,117.42,PiYo,7
Paterson,NJ,304.61,PiYo,7
Bronx,NY,188.44,Spinning,7
Philadelphia,PA,145.88,Spinning,7
Jamaica,NY,272.73,Insanity,7
Jamaica,NY,479.02,Yoga 101,7
Lancaster,PA,352.81,Spinning,7
Newark,NJ,433.21,Yoga 201,7
Philadelphia,PA,423.38,Spinning,7
Pittsburgh,PA,100.92,Yoga 101,7
Paterson,NJ,326.77,Insanity,7
New York City,NY,303.84,Zumba,7
Brooklyn,NY,313.37,PiYo,7
Syracuse,NY,279.95,Insanity,7
New York City,NY,384.43,Yoga 201,7
Great Neck,NY,368.18,Yoga 201,7
New York City,NY,141.62,Insanity,7
New York City,NY,332.67,Insanity,7
Jamaica,NY,128.05,Yoga 101,7
Philadelphia,PA,386.97,Zumba,7
Albany,NY,384.12,Yoga 101,7
White Plains,NY,254.68,Spinning,7
Erie,PA,450.94,Zumba,7
Erie,PA,214.34,Yoga 101,7
Philadelphia,PA,115.94,Zumba,7
New York City,NY,329.65,Yoga 201,7
Brooklyn,NY,492.31,PiYo,7
Paterson,NJ,229.83,PiYo,7
New York City,NY,110.75,Insanity,7
New York City,NY,202.67,Yoga 201,7
Camden,NJ,399.28,Zumba,7
Jersey City,NJ,101.54,Yoga 201,7
Brooklyn,NY,441.25,Insanity,7
Scranton,PA,282.29,Yoga 201,7
Rochester,NY,335.58,Yoga 101,7
Philadelphia,PA,384.45,Yoga 201,7
Philadelphia,PA,150.96,Yoga 101,7
Lancaster,PA,210.89,PiYo,7
New York City,NY,357.22,Zumba,7
New York City,NY,117.57,Zumba,7
Rochester,NY,274.95,Yoga 101,7
Philadelphia,PA,281.65,PiYo,7
Harrisburg,PA,344.57,PiYo,7
Hicksville,NY,429.2,PiYo,7
New York City,NY,480.19,PiYo,7
Buffalo,NY,406.9,PiYo,7
Brooklyn,NY,443.48,Yoga 101,7
Elizabeth,NJ,449.96,Spinning,7
Erie,PA,111.2,Zumba,7
Buffalo,NY,293.85,Yoga 101,7
Albany,NY,361.18,Yoga 201,7
New York City,NY,474.2,Zumba,7
Brooklyn,NY,481.1,Spinning,7
Buffalo,NY,112.94,Zumba,7
Philadelphia,PA,445.05,Yoga 201,7
Philadelphia,PA,447.26,Yoga 201,7
Albany,NY,200.32,PiYo,7
New York City,NY,332.55,Insanity,7
Pittsburgh,PA,298.54,Yoga 201,7
Trenton,NJ,186.67,Yoga 201,7
Paterson,NJ,319.2,Spinning,7
Yonkers,NY,209.79,Yoga 101,7
Philadelphia,PA,185.56,Yoga 201,7
Newark,NJ,218.56,Insanity,7
New York City,NY,109.37,Insanity,7
Scranton,PA,195.22,PiYo,7
Jersey City,NJ,341.01,Yoga 201,7
New Brunswick,NJ,432.52,Yoga 101,7
New Hyde Park,NY,340.24,Yoga 201,7
Philadelphia,PA,205.74,Yoga 101,7
Flushing,NY,244.3,PiYo,7
Trenton,NJ,194.01,Spinning,7
New York City,NY,183.37,PiYo,7
Buffalo,NY,221.2,Yoga 201,7
Utica,NY,164.76,PiYo,7
New York City,NY,276.17,Yoga 101,7
Jersey City,NJ,185.22,PiYo,7
New York City,NY,290.86,Insanity,7
Jamaica,NY,312.36,Yoga 201,7
New York City,NY,313.97,Insanity,7
New York City,NY,140.45,Yoga 201,7
Mc Keesport,PA,470.26,Zumba,7
Albany,NY,383.07,Spinning,7
Jamaica,NY,182.29,Zumba,7
Schenectady,NY,403.23,PiYo,7
Pittsburgh,PA,468.58,Zumba,7
Mount Vernon,NY,370.58,PiYo,7
Jamaica,NY,306.4,Yoga 101,7
Pittsburgh,PA,480.22,PiYo,7
Schenectady,NY,494.36,Spinning,7
Pittsburgh,PA,448.58,PiYo,7
Philadelphia,PA,343.27,Zumba,7
New Castle,PA,419.66,PiYo,7
Bethlehem,PA,138.32,Zumba,7
Trenton,NJ,203.01,Yoga 101,7
New York City,NY,271.45,Zumba,7
New York City,NY,487.24,Zumba,7
Elizabeth,NJ,323.59,Zumba,7
Albany,NY,382.67,Zumba,7
Philadelphia,PA,268.74,Yoga 201,7
Rochester,NY,153.82,Yoga 201,7
New York City,NY,214.47,Insanity,7
New York City,NY,336.91,Yoga 201,7
Pittsburgh,PA,284.89,Yoga 201,7
Paterson,NJ,431.86,Zumba,7
New Hyde Park,NY,106.71,PiYo,7
Scranton,PA,100.5,Spinning,7
New York City,NY,347.86,Spinning,7
Jamaica,NY,202.42,Spinning,7
Newark,NJ,277.88,Yoga 101,7
Philadelphia,PA,357.04,Zumba,7
Jersey City,NJ,478.7,Insanity,7
New York City,NY,145.35,Yoga 101,7
Rochester,NY,460.35,Spinning,7
Erie,PA,149.76,PiYo,7
White Plains,NY,375.39,Spinning,7
Jamaica,NY,363.83,Zumba,7
New York City,NY,116.2,Insanity,7
Pittsburgh,PA,183.73,Yoga 101,7
Philadelphia,PA,439.1,PiYo,7
New York City,NY,214.39,Yoga 201,7
New York City,NY,158.25,Spinning,7
Pittsburgh,PA,298.92,Yoga 201,7
Buffalo,NY,457.94,Insanity,7
Buffalo,NY,394.96,Insanity,7
Flushing,NY,200.56,PiYo,7
Syracuse,NY,297.16,Yoga 101,7
Brooklyn,NY,189.83,Insanity,7
Buffalo,NY,144.51,PiYo,7
New York City,NY,436,Spinning,7
Wilkes Barre,PA,264.81,Yoga 101,7
